   RELATÓRIO DE EXTRAÇÃO


  tema   /   frase   /   repetições   /   sentença (texto original)
  senhor  /  22 dia seguinte multidão ficar outro lado mar saber haver ali senão barco jesus embarcar nele discípulo 23 contudo outro barco haver chegado tiberíades perto lugar onde comer pão haver senhor dado graça  /  5  /  22 no dia seguinte , a multidão que ficara no outro lado do mar , sabendo que não houvera ali senão um barquinho , e que jesus não embarcara nele com seus discípulos , mas que estes tinham ido sós 23 ( contudo , outros barquinhos haviam chegado a tiberíades para perto do lugar onde comeram o pão , havendo o senhor dado graças )
  senhor  /  10 fim vinte ano salomão edificar duas casa casa senhor casa rei 11 hirão rei tiro trazer salomão madeira cedro cipreste ouro segundo todo desejo dar rei salomão hirão vinte cidade terra galiléia  /  2  /  10 ao fim dos vinte anos em que salomão edificara as duas casas , a casa do senhor e a casa do rei , 11 como hirão , rei de tiro , trouxera a salomão madeira de cedro e de cipreste , e ouro segundo todo o seu desejo , deu o rei salomão a hirão vinte cidades na terra da galiléia
  senhor  /  8 jeremias acabado dizer tudo quantum senhor haver ordenado dizer todo povo pegar nele sacerdote profeta todo povo dizer  /  1  /  8 tendo jeremias acabado de dizer tudo quanto o senhor lhe havia ordenado que dissesse a todo o povo , pegaram nele os sacerdotes , e os profetas , e todo o povo , dizendo
  senhor  /  12 assim destruir zinri todo casa basa conforme palavra senhor falar contra basa intermédio profeta jeú 13 causa todo pecado basa pecado elar filho pecar israel pecar provocar ira vaidade senhor deus israel  /  1  /  12 assim destruiu zinri toda a casa de basa , conforme a palavra do senhor , que ele falara contra basa por intermédio do profeta jeú , 13 por causa de todos os pecados de basa , e dos pecados de elá , seu filho , com que pecaram , e com que fizeram israel pecar , provocando à ira , com as suas vaidades , o senhor deus de israel
  senhor  /  31 eis dia vir dizer senhor pacto novo casa israel casa judá 32 conforme pacto pai dia tomar mão terra egito pacto invalidar apesar haver desposado dizer senhor  /  14  /  31 eis que os dias vêm , diz o senhor , em que farei um pacto novo com a casa de israel e com a casa de judá , 32 não conforme o pacto que fiz com seus pais , no dia em que os tomei pela mão , para os tirar da terra do egito , esse meu pacto que eles invalidaram , apesar de eu os haver desposado , diz o senhor
  senhor  /  visto escutar palavra 9 eis enviar tomar todo família norte dizer senhor nabucodonosor rei babilônio servo trazer sobre terra sobre morador sobre todo nação redor  /  1  /  visto que não escutastes as minhas palavras 9 eis que eu enviarei , e tomarei a todas as famílias do norte , diz o senhor , como também a nabucodonosor , rei de babilônia , meu servo , e os trarei sobre esta terra , e sobre os seus moradores , e sobre todas estas nações em redor
  senhor  /  5 eis chamar nação conhecer nação nunca conhecer ti correr amor senhor deus santo israel  /  1  /  5 eis que chamarás a uma nação que não conheces , e uma nação que nunca te conheceu a ti correrá , por amor do senhor teu deus , e do santo de israel
  senhor  /  sobre cavalo carro liteira sobre mula sobre dromedário trazer santo monte jerusalém dizer senhor filho israel trazer oferta vaso limpo casa senhor  /  2  /  sobre cavalos , e em carros , e em liteiras , e sobre mulas , e sobre dromedários , os trarão ao meu santo monte , a jerusalém , diz o senhor , como os filhos de israel trazem as suas ofertas em vasos limpos à casa do senhor
  senhor  /  8 nação reino servir nabucodonosor rei babilônio pôr pescoço debaixo jugo rei babilônio punir espada fome peste nação dizer senhor consumido mão  /  1  /  8 a nação e o reino que não servirem a nabucodonosor , rei de babilônia , e que não puserem o seu pescoço debaixo do jugo do rei de babilônia , punirei com a espada , com a fome , e com a peste a essa nação , diz o senhor , até que eu os tenha consumido pela mão dele
  senhor  /  8 dia senhor defender habitante jerusalém sorte fraco dia davi casa davi deus anjo senhor diante  /  1  /  8 naquele dia o senhor defenderá os habitantes de jerusalém , de sorte que o mais fraco dentre eles naquele dia será como davi , e a casa de davi será como deus , como o anjo do senhor diante deles
  senhor  /  9 senhor deus brotar terra todo qualidade árvore agradável visto bom comido bem árvore vida meio jardim árvore conhecimento bem mal  /  1  /  9 e o senhor deus fez brotar da terra toda qualidade de árvores agradáveis à vista e boas para comida , bem como a árvore da vida no meio do jardim , e a árvore do conhecimento do bem e do mal
  deus  /  5 anjo ver pé sobre mar sobre terra levantar mão direito céu 6 jurar viver por+os século século criar céu nele terra em+ela mar nele haver demora 7 dia voz sétimo anjo tocar trombeta cumprir mistério deus anunciar servo profeta  /  4  /  5 o anjo que vi em pé sobre o mar e sobre a terra levantou a mão direita ao céu , 6 e jurou por aquele que vive pelos séculos dos séculos , o qual criou o céu e o que nele há , e a terra e o que nela há , e o mar e o que nele há , que não haveria mais demora , 7 mas que nos dias da voz do sétimo anjo , quando este estivesse para tocar a trombeta , se cumpriria o mistério de deus , como anunciou aos seus servos , os profetas
  deus  /  3 graça damo deus pai senhor jesus cristo orar sempre vós 4 desde ouvir falar vosso fé cristo jesus amor todo santo 5 causa esperança reservado céu antes ouvir palavra verdade evangelho 6 chegar vós todo mundo frutificar crescendo assim vós desde dia ouvir conhecer graça deus verdade 7 segundo aprender epafras amado conservo nó fiel ministro cristo  /  3  /  3 graças damos a deus , pai de nosso senhor jesus cristo , orando sempre por vós , 4 desde que ouvimos falar da vossa fé em cristo jesus , e do amor que tendes a todos os santos , 5 por causa da esperança que vos está reservada nos céus , da qual antes ouvistes pela palavra da verdade do evangelho , 6 que já chegou a vós , como também está em todo o mundo , frutificando e crescendo , assim como entre vós desde o dia em que ouvistes e conhecestes a graça de deus em verdade , 7 segundo aprendestes de epafras , nosso amado conservo , que por nós é fiel ministro de cristo
  deus  /  6 antes romper cadeia prata quebrar copo ouro despedaçar cântaro junto fonte desfaçar roda junto cisterna 7 pó volte terra espírito volte deus dar  /  1  /  6 antes que se rompa a cadeia de prata , ou se quebre o copo de ouro , ou se despedace o cântaro junto à fonte , ou se desfaça a roda junto à cisterna , 7 e o pó volte para a terra como o era , e o espírito volte a deus que o deu
  deus  /  14 utensílio ouro prata casa deus nabucodonosor tomado templo jerusalém levado templo babilônio rei siro templo babilônio entregue homem cujo nome sesbazar constituído governador  /  1  /  14 e até os utensílios de ouro e de prata da casa de deus , que nabucodonosor tinha tomado do templo que estava em jerusalém e levado para o templo de babilônia , o rei siro os tirou do templo de babilônia , e eles foram entregues a um homem cujo nome era sesbazar , a quem ele tinha constituído governador
  deus  /  8 ora segundo ano vinda casa deus jerusalém segundo mês zorobabel filho sealtiel jesuá filho jozadaque outro irmão sacerdote levita todo vir cativeiro jerusalém dar início obra constituir levita idade vinte ano cima superintender obra casa senhor  /  1  /  8 ora , no segundo ano da sua vinda à casa de deus em jerusalém , no segundo mês , zorobabel , filho de sealtiel , e jesuá , filho de jozadaque , e os outros seus irmãos , os sacerdotes e os levitas , e todos os que vieram do cativeiro para jerusalém , deram início à obra e constituíram os levitas da idade de vinte anos para cima , para superintenderem a obra da casa do senhor
  deus  /  23 outro nação terra semelhante povo israel ó deus resgatar povo nome favor grande terrível coisa terra diante povo resgatar ti egito desterrar nação deus  /  2  /  23 que outra nação na terra é semelhante a teu povo israel , a quem tu , ó deus , foste resgatar para te ser povo , para te fazeres um nome , e para fazeres a seu favor estas grandes e terríveis coisas para a tua terra , diante do teu povo , que tu resgataste para ti do egito , desterrando nações e seus deuses
  deus  /  40 guardar estatuto mandamento ordenar hoje vá bem ti filho ti prolongar dia terra senhor deus dar todo sempre  /  1  /  40 e guardarás os seus estatutos e os seus mandamentos , que eu te ordeno hoje , para que te vá bem a ti , e a teus filhos depois de ti , e para que prolongues os dias na terra que o senhor teu deus te dá , para todo o sempre
  deus  /  32 agora pois ó deus deus grande poderoso temível guarda pacto beneficência pouco conta todo aflição alcançar nó rei príncipe sacerdote profeta pai todo povo desde dia rei assírio dia hoje  /  2  /  32 agora , pois , ó nosso deus , deus grande , poderoso e temível , que guardas o pacto e a beneficência , não tenhas em pouca conta toda a aflição que nos alcançou a nós , a nossos reis , a nossos príncipes , a nossos sacerdotes , a nossos profetas , a nossos pais e a todo o teu povo , desde os dias dos reis da assíria até o dia de hoje
  deus  /  servo vir terra mui distante causa nome senhor deus porquanto ouvir fama tudo egito 10 tudo dois rei amorreus além jordão siom rei hesbom ogue rei basã astarote  /  1  /  teus servos vieram duma terra mui distante , por causa do nome do senhor teu deus , porquanto ouvimos a sua fama , e tudo o que fez no egito , 10 e tudo o que fez aos dois reis dos amorreus , que estavam além do jordão , a siom , rei de hesbom , e a ogue , rei de basã , que estava em astarote
  deus  /  21 além procurar todo povo homem capacidade temente deus homem veraz aborrecer avareza pôr sobre chefe mil chefe cem chefe cinqüenta chefe dez  /  2  /  21 além disto procurarás dentre todo o povo homens de capacidade , tementes a deus , homens verazes , que aborreçam a avareza , e os porás sobre eles por chefes de mil , chefes de cem , chefes de cinqüenta e chefes de dez
  deus  /  15 responder jeremias todo homem saber mulher queimar incenso outro deus todo mulher presente grande multidão saber todo povo habitar terra egito patros dizer  /  1  /  15 então responderam a jeremias todos os homens que sabiam que suas mulheres queimavam incenso a outros deuses , e todas as mulheres que estavam presentes , uma grande multidão , a saber , todo o povo que habitava na terra do egito , em patros , dizendo
  deus  /  senhor deus escolher fim seres próprio povo acima todo povo sobre terra  /  2  /  o senhor teu deus te escolheu , a fim de lhe seres o seu próprio povo , acima de todos os povos que há sobre a terra
  deus  /  nação haver rei semelhante amado deus deus constituir rei sobre todo israel  /  1  /  entre muitas nações não havia rei semelhante a ele , e ele era amado de seu deus , e deus o constituiu rei sobre todo o israel
  deus  /  34 nó sacerdote levita povo lançar sorte acerca oferta lenha haver trazer casa deus segundo casa paterno tempo determinado ano ano queimar sobre altar senhor deus escrito lei  /  1  /  34 e nós , os sacerdotes , os levitas e o povo lançamos sortes acerca da oferta da lenha que havíamos de trazer à casa do nosso deus , segundo as nossas casas paternas , a tempos determinados , de ano em ano , para se queimar sobre o altar do senhor nosso deus , como está escrito na lei
  deus  /  13 nó cessar damo graça deus porquanto vós haver recebido palavra deus nó ouvir receber palavra homem segundo verdade palavra deus operar vós crer  /  3  /  13 por isso nós também , sem cessar , damos graças a deus , porquanto vós , havendo recebido a palavra de deus que de nós ouvistes , a recebestes , não como palavra de homens , mas ( segundo ela é na verdade ) como palavra de deus , a qual também opera em vós que credes
  deus  /  espírito levantar terra céu visão deus trouxe jerusalém entrado porta pátio dentro olha norte onde assento imagem ciúme provocar ciúme  /  1  /  e o espírito me levantou entre a terra e o céu , e nas visões de deus me trouxe a jerusalém , até a entrada da porta do pátio de dentro , que olha para o norte , onde estava o assento da imagem do ciúme , que provoca ciúme
  deus  /  11 porque graça deus manifestar trazer salvação todo homem 12 ensinando renunciar impiedade paixão mundano vivar presente mundo sóbrio justo piamente 13 aguardar bem aventurar esperança aparecimento glória grande deus salvador cristo jesus 14 dar si nó remir todo iniqüidade purificar si povo todo zeloso bom obra  /  1  /  11 porque a graça de deus se manifestou , trazendo salvação a todos os homens , 12 ensinando-nos , para que , renunciando à impiedade e às paixões mundanas , vivamos no presente mundo sóbria , e justa , e piamente , 13 aguardando a bem-aventurada esperança e o aparecimento da glória do nosso grande deus e salvador cristo jesus , 14 que se deu a si mesmo por nós para nos remir de toda a iniqüidade , e purificar para si um povo todo seu , zeloso de boas obras
  deus  /  ezequiel 40 1 ano vinte cinco cativeiro princípio ano décimo dia mês ano catorze cidade conquistado dia veio sobre mim mão senhor 2 visão deus levar terra israel pôr sobre monte alto sobre haver edifício cidade banda sul  /  18  /  ezequiel 40 1 no ano vinte e cinco do nosso cativeiro , no princípio do ano , no décimo dia do mês , no ano catorze depois que a cidade foi conquistada , naquele mesmo dia veio sobre mim a mão do senhor , 2 e em visões de deus me levou à terra de israel , e me pôs sobre um monte muito alto , sobre o qual havia como que um edifício de cidade para a banda do sul
  deus  /  vir ajuntar grande ceia deus 18 comer carne rei carne comandante carne poderoso carne cavalo montar sim carne todo homem livre escravo pequeno grande  /  1  /  vinde , ajuntai-vos para a grande ceia de deus , 18 para comerdes carnes de reis , carnes de comandantes , carnes de poderosos , carnes de cavalos e dos que neles montavam , sim , carnes de todos os homens , livres e escravos , pequenos e grandes
  deus  /  13 casa jerusalém casa rei judá imundo lugar tofete todo casa sobre cujo terraço queimar incenso todo exército céu oferecer libação deus estranho  /  1  /  13 e as casas de jerusalém , e as casas dos reis de judá , serão imundas como o lugar de tofete , como também todas as casas , sobre cujos terraços queimaram incenso a todo o exército dos céus , e ofereceram libações a deuses estranhos
  deus  /  2 levantar davi partir bal-judá todo povo comigo trazer de+ali cima arca deus chamado nome nome senhor exército assentar sobre querubim  /  1  /  2 depois levantou-se davi , e partiu para bal-judá com todo o povo que tinha consigo , para trazerem dali para cima a arca de deus , a qual é chamada pelo nome , o nome do senhor dos exércitos , que se assenta sobre os querubins
  deus  /  40 pois santo monte monte alto israel dizer senhor deus ali servir todo casa israel todo terra  /  2  /  40 pois no meu santo monte , no monte alto de israel , diz o senhor deus , ali me servirá toda a casa de israel , toda ela , na terra
  deus  /  17 agora pois parecer bem rei buscar arquivo real ali babilônio ver verdade haver decreto rei ciro redificar casa deus jerusalém sobre rei saber vontade  /  5  /  17 agora , pois , se parece bem ao rei , busque-se nos arquivos reais , ali em babilônia , para ver se é verdade haver um decreto do rei ciro para se redificar esta casa de deus em jerusalém , e sobre isto nos faça o rei saber a sua vontade
  deus  /  2 perseverar oração velar em+ela ação graça 3 orar tempo nó deus abra porta palavra fim falar mistério cristo preso 4 manifestar dever falar  /  1  /  2 perseverai na oração , velando nela com ações de graças , 3 orando ao mesmo tempo também por nós , para que deus nos abra uma porta à palavra , a fim de falarmos o mistério de cristo , pelo qual também estou preso , 4 para que eu o manifeste como devo falar
  deus  /  9 senhor deus brotar terra todo qualidade árvore agradável visto bom comido bem árvore vida meio jardim árvore conhecimento bem mal  /  1  /  9 e o senhor deus fez brotar da terra toda qualidade de árvores agradáveis à vista e boas para comida , bem como a árvore da vida no meio do jardim , e a árvore do conhecimento do bem e do mal
  homem  /  crônico 28 1 ora davi convocar jerusalém todo chefe israel chefe tribo chefe turma servir rei chefe mil chefe cem intendente todo bem possessão rei filho oficial homem valoroso valente  /  4  /  i crônicas 28 1 ora , davi convocou a jerusalém todos os chefes de israel , os chefes das tribos , os chefes das turmas que serviam o rei , os chefes de mil , e os chefes de cem , e os intendentes de todos os bens e possessões do rei e de seus filhos , como também os oficiais e os homens mais valorosos e valentes
  homem  /  ato 10 1 homem cesaréia nome cornélio centurião corte chamado italiano 2 piedoso temente deus todo casa esmola povo contínuo orar deus 3 cerca hora nono dia ver claramente visão anjo deus dirigir dizer  /  6  /  atos 10 1 um homem em cesaréia , por nome cornélio , centurião da corte chamada italiana , 2 piedoso e temente a deus com toda a sua casa , e que fazia muitas esmolas ao povo e de contínuo orava a deus , 3 cerca da hora nona do dia , viu claramente em visão um anjo de deus , que se dirigia para ele e lhe dizia
  homem  /  vir ajuntar grande ceia deus 18 comer carne rei carne comandante carne poderoso carne cavalo montar sim carne todo homem livre escravo pequeno grande  /  3  /  vinde , ajuntai-vos para a grande ceia de deus , 18 para comerdes carnes de reis , carnes de comandantes , carnes de poderosos , carnes de cavalos e dos que neles montavam , sim , carnes de todos os homens , livres e escravos , pequenos e grandes
  homem  /  14 utensílio ouro prata casa deus nabucodonosor tomado templo jerusalém levado templo babilônio rei siro templo babilônio entregue homem cujo nome sesbazar constituído governador  /  4  /  14 e até os utensílios de ouro e de prata da casa de deus , que nabucodonosor tinha tomado do templo que estava em jerusalém e levado para o templo de babilônia , o rei siro os tirou do templo de babilônia , e eles foram entregues a um homem cujo nome era sesbazar , a quem ele tinha constituído governador
  homem  /  19 filho arão sacerdote campo arrabalde cidade cada cidade haver homem designado nome distribuir porção todo homem sacerdote todo arrolar levita  /  1  /  19 também para os filhos de arão os sacerdotes que estavam nos campos dos arrabaldes das suas cidades , em cada cidade , havia homens designados por nome para distribuírem porções a todo homem entre os sacerdotes e a todos os arrolados entre os levitas
  homem  /  19 cidade tomar oficial cargo gente guerra cinco homem ver face rei achar cidade escrivão mor exército registrar povo terra sessenta homem povo terra achar cidade  /  2  /  19 da cidade tomou um oficial , que tinha cargo da gente de guerra , e cinco homens dos que viam a face do rei e que se achavam na cidade , como também o escrivão-mor do exército , que registrava o povo da terra , e sessenta homens do povo da terra , que se achavam na cidade
  homem  /  24 vós diligentemente ouvir dizer senhor introduzir carga porta cidade dia sábado santificar dia sábado nele trabalho algum 25 entrar porta cidade rei príncipe assentir sobre trono davi andar carro montado cavalo príncipe homem judá morador jerusalém  /  2  /  24 mas se vós diligentemente me ouvirdes , diz o senhor , não introduzindo cargas pelas portas desta cidade no dia de sábado , e santificardes o dia de sábado , não fazendo nele trabalho algum , 25 então entrarão pelas portas desta cidade reis e príncipes , que se assentem sobre o trono de davi , andando em carros e montados em cavalos , eles e seus príncipes , os homens de judá , e os moradores de jerusalém
  homem  /  morra homem visto assim enfraquecer mão homem guerra restar cidade mão todo povo dizer tal palavra  /  1  /  morra este homem , visto que ele assim enfraquece as mãos dos homens de guerra que restam nesta cidade , e as mãos de todo o povo , dizendo-lhes tais palavras
  homem  /  15 tomar pois cabeça vosso tribo homem sábio experimentado constituir cabeça sobre vós chefe mil chefe cem chefe cinqüenta chefe dez oficial segundo vosso tribo  /  1  /  15 tomei , pois , os cabeças de vossas tribos , homens sábios e experimentados , e os constituí por cabeças sobre vós , chefes de mil , chefes de cem , chefes de cinqüenta e chefes de dez , por oficiais , segundo as vossas tribos
  homem  /  21 além procurar todo povo homem capacidade temente deus homem veraz aborrecer avareza pôr sobre chefe mil chefe cem chefe cinqüenta chefe dez  /  4  /  21 além disto procurarás dentre todo o povo homens de capacidade , tementes a deus , homens verazes , que aborreçam a avareza , e os porás sobre eles por chefes de mil , chefes de cem , chefes de cinqüenta e chefes de dez
  homem  /  5 desde dia povo terra egito escolher cidade algum todo tribo israel edificar em+ela casa nome escolher homem algum chefe povo israel  /  4  /  5 desde o dia em que tirei o meu povo da terra do egito não escolhi cidade alguma de todas as tribos de israel , para edificar nela uma casa em que estivesse o meu nome , nem escolhi homem algum para ser chefe do meu povo israel
  homem  /  20 filho rúben primogênito israel geração família segundo casa pai conforme número nome cabeça cabeça todo homem vinte ano cima todo poder sair guerra 21 contado tribo rúben quarenta seis mil quinhentos  /  1  /  20 os filhos de rúben o primogênito de israel , as suas gerações , pelas suas famílias , segundo as casas de seus pais , conforme o número dos nomes , cabeça por cabeça , todo homem de vinte anos para cima , todos os que podiam sair à guerra , 21 os que foram contados deles , da tribo de rúben eram quarenta e seis mil e quinhentos
  homem  /  15 responder jeremias todo homem saber mulher queimar incenso outro deus todo mulher presente grande multidão saber todo povo habitar terra egito patros dizer  /  2  /  15 então responderam a jeremias todos os homens que sabiam que suas mulheres queimavam incenso a outros deuses , e todas as mulheres que estavam presentes , uma grande multidão , a saber , todo o povo que habitava na terra do egito , em patros , dizendo
  homem  /  josué 10 1 adoni-zedeque rei jerusalém ouvir josué tomar ai destruir totalmente pois ai rei feito jericó rei morador gibeom feito paz israelita meio 2 temer pois gibeom cidade grande cidade real ainda maior ai todo homem valoroso  /  1  /  josué 10 1 quando adoni-zedeque , rei de jerusalém , ouviu que josué tomara a ai , e a destruíra totalmente ( pois este fizera a ai e ao seu rei como tinha feito a jericó e ao seu rei ) , e que os moradores de gibeom tinham feito paz com os israelitas , e estavam no meio deles , 2 temeu muito , pois gibeom era uma cidade grande como uma das cidades reais , e era ainda maior do que ai , e todos os seus homens eram valorosos
  homem  /  13 nó cessar damo graça deus porquanto vós haver recebido palavra deus nó ouvir receber palavra homem segundo verdade palavra deus operar vós crer  /  2  /  13 por isso nós também , sem cessar , damos graças a deus , porquanto vós , havendo recebido a palavra de deus que de nós ouvistes , a recebestes , não como palavra de homens , mas ( segundo ela é na verdade ) como palavra de deus , a qual também opera em vós que credes
  homem  /  10 portanto eis trazer mal sobre casa jeroboão exterminar jeroboão todo homem escravo livre israel lançar remanescente casa jeroboão lança esterco todo acabar  /  1  /  10 portanto , eis que trarei o mal sobre a casa de jeroboão , e exterminarei de jeroboão todo homem , escravo ou livre , em israel , e lançarei fora os remanescentes da casa de jeroboão , como se lança fora o esterco , até que de todo se acabe
  homem  /  29 todo oração todo súplica qualquer homem todo povo israel conhecer cada praga dor estender mão casa 30 ouvir céu lugar habitação perdoar dar cada conforme todo caminho segundo virar coração pois conhecer coração filho homem 31 temer andar caminho todo dia viver terra dar pai  /  4  /  29 toda oração e toda súplica que qualquer homem ou todo o teu povo israel fizer , conhecendo cada um a sua praga e a sua dor , e estendendo as suas mãos para esta casa , 30 ouve então do céu , lugar da tua habitação , e perdoa , e dá a cada um conforme todos os seus caminhos , segundo vires o seu coração ( pois tu , só tu conheces o coração dos filhos dos homens ) 31 para que te temam e andem nos teus caminhos todos os dias que viverem na terra que deste a nossos pais
  homem  /  15 judeu achar susã reunir dia catorze mês adar matar susã trezentos homem  /  1  /  15 os judeus que se achavam em susã reuniram-se também no dia catorze do mês de adar , e mataram em susã trezentos homens
  homem  /  desolação homem animal sim cidade judá rua jerusalém assolado homem morador animal ainda ouvir 11 voz gozo voz alegria voz noivo voz noivo voz dizer  /  6  /  e uma desolação , sem homens nem animais , sim , nas cidades de judá , e nas ruas de jerusalém , que estão assoladas , sem homens , sem moradores e sem animais , ainda se ouvira 11 a voz de gozo e a voz de alegria , a voz de noivo e a voz de noiva , e a voz dos que dizem
  homem  /  11 pelejar dois homem contra outro mulher chegar livrar marido mão ferir estender mão pegar vergonha 12 decepar lhe-á mão  /  1  /  11 quando pelejarem dois homens , um contra o outro , e a mulher de um chegar para livrar a seu marido da mão daquele que o fere , e ela , estendendo a mão , lhe pegar pelas suas vergonhas , 12 decepar-lhe-á a mão
  homem  /  4 todo remanescente lugar peregrino ajudado por+os homem lugar prata ouro bem animal afora oferta voluntário casa deus jerusalém  /  1  /  4 e todo remanescente , seja qual for o lugar em que é peregrino , seja ajudado pelos homens desse lugar com prata , com ouro , com bens e com animais , afora a oferta voluntária para a casa de deus , que está em jerusalém
  homem  /  sobre semelhança trono haver semelhança homem alto sobre  /  1  /  e sobre a semelhança do trono havia como que a semelhança dum homem , no alto , sobre ele
  homem  /  2 meio ti algum cidade dar senhor deus encontrado algum homem mulher feito mau olho senhor deus transgredir pacto 3 servido outro deus adorar sol lua qualquer astro exército céu ordenar 4 denunciado ouvir inquirir bem  /  1  /  2 se no meio de ti , em alguma das tuas cidades que te dá o senhor teu deus , for encontrado algum homem ou mulher que tenha feito o que é mau aos olhos do senhor teu deus , transgredindo o seu pacto , 3 que tenha ido e servido a outros deuses , adorando-os , a eles , ou ao sol , ou à lua , ou a qualquer astro do exército do céu ( o que não ordenei ) , 4 e isso te for denunciado , e o ouvires , então o inquirirás bem
  homem  /  samuel 30 1 suceder pois chegar davi homem terceiro dia ziclague amalequitas feito incursão sobre negebe sobre ziclague ferido ziclague queimado fogo  /  2  /  i samuel 30 1 sucedeu , pois , que , chegando davi e os seus homens ao terceiro dia a ziclague , os amalequitas tinham feito uma incursão sobre o negebe , e sobre ziclague , e tinham ferido a ziclague e a tinham queimado a fogo
  homem  /  haver grande terremoto nunca haver desde homem sobre terra terremoto tão forte quão grande  /  1  /  houve também um grande terremoto , qual nunca houvera desde que há homens sobre a terra , terremoto tão forte quão grande
  homem  /  7 ouvir pois todo chefe força campo homem rei babilônio haver constituído gedalias filho aicão governador terra haver confiado homem mulher criança pobre terra levado cativo babilônio 8 vir gedalias mizpá  /  1  /  7 ouvindo pois todos os chefes das forças que estavam no campo , eles e os seus homens , que o rei de babilônia havia constituído a gedalias , filho de aicão , governador da terra , e que lhe havia confiado homens , mulheres e crianças , os mais pobres da terra , que não foram levados cativos para babilônia , 8 vieram ter com gedalias , a mizpá
  homem  /  11 todo servo rei povo província rei bem saber todo homem mulher entrar presença rei pátio interior chamado senão sentença morte menos rei estender cetro ouro vivo  /  3  /  11 todos os servos do rei , e o povo das províncias do rei , bem sabem que , para todo homem ou mulher que entrar à presença do rei no pátio interior sem ser chamado , não há senão uma sentença , a de morte , a menos que o rei estenda para ele o cetro de ouro , para que viva
  homem  /  16 aplicar coração conhecer sabedoria ver trabalho sobre terra pois homem dia noite conseguir dar sono olho 17 contemplar todo obra deus ver homem poder comprender obra debaixo sol  /  1  /  16 quando apliquei o meu coração a conhecer a sabedoria , e a ver o trabalho que se faz sobre a terra ( pois homens há que nem de dia nem de noite conseguem dar sono aos seus olhos ) , 17 então contemplei toda obra de deus , e vi que o homem não pode comprender a obra que se faz debaixo do sol
  homem  /  5 pois homem justo proceder retidão justiça 6 comer sobre monte levantar olhar ídolo casa israel contaminar mulher próximo chegar mulher separação  /  1  /  5 sendo pois o homem justo , e procedendo com retidão e justiça , 6 não comendo sobre os montes , nem levantando os seus olhes para os ídolos da casa de israel , nem contaminando a mulher do seu próximo , nem se chegando à mulher na sua separação
  terra  /  5 anjo ver pé sobre mar sobre terra levantar mão direito céu 6 jurar viver por+os século século criar céu nele terra em+ela mar nele haver demora 7 dia voz sétimo anjo tocar trombeta cumprir mistério deus anunciar servo profeta  /  6  /  5 o anjo que vi em pé sobre o mar e sobre a terra levantou a mão direita ao céu , 6 e jurou por aquele que vive pelos séculos dos séculos , o qual criou o céu e o que nele há , e a terra e o que nela há , e o mar e o que nele há , que não haveria mais demora , 7 mas que nos dias da voz do sétimo anjo , quando este estivesse para tocar a trombeta , se cumpriria o mistério de deus , como anunciou aos seus servos , os profetas
  terra  /  6 antes romper cadeia prata quebrar copo ouro despedaçar cântaro junto fonte desfaçar roda junto cisterna 7 pó volte terra espírito volte deus dar  /  1  /  6 antes que se rompa a cadeia de prata , ou se quebre o copo de ouro , ou se despedace o cântaro junto à fonte , ou se desfaça a roda junto à cisterna , 7 e o pó volte para a terra como o era , e o espírito volte a deus que o deu
  terra  /  45 pai vez recebido levar sob direção josué entrar posse terra nação deus expulsar presença pai dia davi 46 achar graça diante deus pedir fossar dado achar habitação deus jacó  /  1  /  45 o qual nossos pais , tendo-o por sua vez recebido , o levaram sob a direção de josué , quando entraram na posse da terra das nações que deus expulsou da presença dos nossos pais , até os dias de davi , 46 que achou graça diante de deus , e pediu que lhe fosse dado achar habitação para o deus de jacó
  terra  /  haver grande terremoto nunca haver desde homem sobre terra terremoto tão forte quão grande  /  1  /  houve também um grande terremoto , qual nunca houvera desde que há homens sobre a terra , terremoto tão forte quão grande
  terra  /  23 outro nação terra semelhante povo israel ó deus resgatar povo nome favor grande terrível coisa terra diante povo resgatar ti egito desterrar nação deus  /  2  /  23 que outra nação na terra é semelhante a teu povo israel , a quem tu , ó deus , foste resgatar para te ser povo , para te fazeres um nome , e para fazeres a seu favor estas grandes e terríveis coisas para a tua terra , diante do teu povo , que tu resgataste para ti do egito , desterrando nações e seus deuses
  terra  /  14 porque vez enviar todo praga sobre coração sobre servo sobre povo saber outro todo terra  /  1  /  14 porque desta vez enviarei todas as a minhas pragas sobre o teu coração , e sobre os teus servos , e sobre o teu povo , para que saibas que não há outro como eu em toda a terra
  terra  /  40 guardar estatuto mandamento ordenar hoje vá bem ti filho ti prolongar dia terra senhor deus dar todo sempre  /  1  /  40 e guardarás os seus estatutos e os seus mandamentos , que eu te ordeno hoje , para que te vá bem a ti , e a teus filhos depois de ti , e para que prolongues os dias na terra que o senhor teu deus te dá , para todo o sempre
  terra  /  pacto dia noite permanecer determinado ordenança céu terra 26 rejeitar descendência jacó davi servo modo tomar descendência dominar sobre descendência abraão isaque jacó  /  2  /  se o meu pacto com o dia e com a noite não permanecer , e se eu não tiver determinado as ordenanças dos céus e da terra , 26 também rejeitarei a descendência de jacó , e de davi , meu servo , de modo que não tome da sua descendência os que dominem sobre a descendência de abraão , isaque , e jacó
